Unnamed: 0,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Month,Hour
3667,0x7d00,RANCHIRES19DEL01,31.0,4.8,23.333017,85.3172,23.343017,85.3272,2022-03-24,08:15:00,08:30:00,Sunny,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,3,0
3668,0xdc17,DEHRES05DEL03,29.0,4.9,30.346994,78.062543,30.486994,78.202543,2022-02-12,20:10:00,20:20:00,Sandstorms,Jam,2.0,Snack,motorcycle,0.0,No,Urban,17.0,2,0
3669,0x9dad,CHENRES20DEL03,24.0,4.8,12.975996,80.221898,13.035996,80.281898,2022-03-09,22:00:00,22:05:00,Fog,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,23.0,3,0
3670,0xc855,KOLRES02DEL02,31.0,4.4,22.514585,88.39331,22.534585,88.41331,2022-02-11,12:00:00,12:10:00,Windy,High,0.0,Drinks,motorcycle,2.0,No,Metropolitian,48.0,2,0
3671,0x7e86,MYSRES09DEL01,37.0,4.6,12.323194,76.630583,12.333194,76.640583,2022-03-24,08:25:00,08:40:00,Sandstorms,Low,2.0,Meal,scooter,1.0,No,Metropolitian,25.0,3,0
3672,0x19b4,HYDRES12DEL02,36.0,4.8,17.429585,78.392621,17.479585,78.442621,2022-03-05,22:20:00,22:25:00,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Urban,15.0,3,0
3673,0x4f26,CHENRES09DEL03,33.0,4.9,13.044694,80.26147,13.074694,80.29147,2022-03-21,18:20:00,18:25:00,Stormy,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,30.0,3,0
3674,0x8e0a,SURRES12DEL01,36.0,4.8,21.183434,72.814492,21.193434,72.824492,2022-03-11,09:35:00,09:50:00,Sunny,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,23.0,3,0
3675,0x10d7,INDORES08DEL01,35.0,4.4,22.725748,75.898497,22.765747,75.938497,2022-03-15,14:30:00,14:45:00,Fog,High,1.0,Buffet,motorcycle,2.0,No,Metropolitian,39.0,3,0
3676,0xa584,HYDRES20DEL03,33.0,4.3,17.483216,78.552111,17.573216,78.642111,2022-04-02,20:50:00,21:05:00,Sandstorms,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,48.0,4,0
3677,0x2f7b,CHENRES07DEL01,38.0,4.3,13.081878,80.248519,13.151878,80.318519,2022-03-02,17:20:00,17:35:00,Fog,Medium,1.0,Snack,motorcycle,2.0,No,Metropolitian,43.0,3,0
3678,0xb163,JAPRES11DEL01,21.0,4.8,26.90294,75.793007,27.01294,75.903007,2022-03-06,18:20:00,18:25:00,Fog,Medium,2.0,Drinks,scooter,0.0,No,Metropolitian,27.0,3,0
3679,0xc5ef,AGRRES05DEL03,33.0,4.9,27.201725,78.007553,27.231725,78.037553,2022-02-17,23:15:00,23:25:00,Sunny,Low,1.0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,2,0
3680,0x32ed,RANCHIRES16DEL02,29.0,4.7,23.371292,85.327872,23.501292,85.457872,2022-04-02,18:20:00,18:25:00,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,15.0,4,0
3681,0x3d2d,MUMRES04DEL03,34.0,4.7,19.254567,72.848923,19.344567,72.938923,2022-03-06,20:40:00,20:55:00,Sandstorms,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,30.0,3,0
3682,0xb069,PUNERES05DEL03,36.0,4.6,18.543626,73.905101,18.573626,73.935101,2022-03-26,17:30:00,17:45:00,Stormy,Medium,1.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,3,0
3683,0x2651,JAPRES12DEL03,23.0,4.7,26.902908,75.792934,27.042908,75.932934,2022-03-06,23:45:00,23:55:00,Sandstorms,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,24.0,3,0
3684,0x4e3f,PUNERES05DEL03,36.0,4.6,18.543626,73.905101,18.633626,73.995101,2022-03-10,19:50:00,20:00:00,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,46.0,3,0
3685,0x24de,CHENRES19DEL03,35.0,4.2,12.986047,80.218114,13.046047,80.278114,2022-03-21,19:50:00,19:55:00,Sandstorms,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,37.0,3,0
3686,0x4952,CHENRES12DEL01,36.0,4.8,12.972793,80.249982,12.982793,80.259982,2022-03-03,11:20:00,11:35:00,Cloudy,High,2.0,Drinks,scooter,0.0,No,Urban,26.0,3,0
3687,0x9760,CHENRES06DEL01,35.0,4.9,13.054347,80.257221,13.064347,80.267221,2022-03-24,10:15:00,10:30:00,Fog,Low,1.0,Meal,scooter,1.0,No,Metropolitian,19.0,3,0
3688,0xde2f,AURGRES04DEL01,25.0,4.7,19.876106,75.340775,19.886106,75.350775,2022-02-11,11:25:00,11:35:00,Sandstorms,High,1.0,Drinks,motorcycle,1.0,No,Metropolitian,23.0,2,0
3689,0x794d,BANGRES05DEL01,31.0,4.2,12.970324,77.645748,13.080324,77.755748,2022-03-16,21:50:00,21:55:00,Cloudy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,39.0,3,0
3690,0xb70b,INDORES08DEL02,20.0,4.1,22.725748,75.898497,22.775748,75.948497,2022-03-07,23:00:00,23:10:00,Windy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,3,0
3691,0x799f,JAPRES17DEL03,25.0,4.9,26.892312,75.806896,26.922313,75.836896,2022-03-28,19:35:00,19:40:00,Stormy,Jam,1.0,Snack,motorcycle,0.0,No,Metropolitian,15.0,3,0
3692,0xc50f,ALHRES04DEL03,33.0,4.9,0.0,0.0,0.03,0.03,2022-02-17,20:15:00,20:25:00,Fog,Jam,1.0,Snack,motorcycle,0.0,No,Urban,30.0,2,0
3693,0x821b,CHENRES07DEL03,32.0,4.5,13.081878,80.248519,13.171878,80.338519,2022-03-14,19:00:00,19:15:00,Stormy,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,30.0,3,0
3694,0x7dbc,HYDRES11DEL03,29.0,4.8,17.430448,78.418213,17.460448,78.448213,2022-03-13,18:10:00,18:20:00,Fog,Medium,1.0,Meal,scooter,0.0,No,Urban,18.0,3,0
3695,0x86ef,PUNERES05DEL01,36.0,4.7,18.543626,73.905101,18.653626,74.015101,2022-03-12,21:50:00,21:55:00,Stormy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,39.0,3,0
3696,0x1632,PUNERES04DEL03,24.0,4.9,18.51421,73.838429,18.57421,73.898429,2022-03-24,20:40:00,20:55:00,Stormy,Jam,1.0,Snack,motorcycle,0.0,No,Metropolitian,24.0,3,0
3697,0xbe82,VADRES07DEL02,34.0,5.0,0.0,0.0,0.05,0.05,2022-04-05,22:20:00,22:30:00,Sunny,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,19.0,4,0
3698,0x2d11,JAPRES04DEL01,20.0,4.7,26.902328,75.794257,26.912328,75.804257,2022-04-05,11:15:00,11:30:00,Sunny,High,2.0,Snack,electric_scooter,1.0,No,Metropolitian,19.0,4,0
3699,0xa234,INDORES05DEL01,32.0,4.4,22.727021,75.884167,22.797021,75.954167,2022-03-31,21:55:00,22:05:00,Windy,Jam,0.0,Meal,motorcycle,2.0,No,Urban,41.0,3,0
3700,0x1687,VADRES05DEL03,24.0,4.9,22.310526,73.170937,22.400526,73.260937,2022-03-16,21:15:00,21:20:00,Sandstorms,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,26.0,3,0
3701,0x5d9b,INDORES02DEL01,29.0,4.5,22.651847,75.881991,22.661847,75.891991,2022-04-01,11:10:00,11:20:00,Sunny,High,1.0,Buffet,motorcycle,0.0,No,Urban,11.0,4,0
3702,0xe190,AURGRES13DEL01,23.0,4.9,19.880256,75.323503,19.920256,75.363503,2022-02-17,13:35:00,13:50:00,Cloudy,High,1.0,Snack,scooter,1.0,No,Metropolitian,27.0,2,0
3703,0xccb0,DEHRES14DEL03,22.0,4.5,30.319528,78.040267,30.459528,78.180267,2022-02-12,22:00:00,22:10:00,Sunny,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,24.0,2,0
3704,0xbcda,MYSRES02DEL03,37.0,4.1,12.304569,76.643622,12.334569,76.673622,2022-03-26,17:55:00,18:10:00,Windy,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,34.0,3,0
3705,0xd513,KOCRES17DEL03,22.0,4.5,9.959778,76.296106,9.989778,76.326106,2022-02-17,18:10:00,18:20:00,Sunny,Medium,0.0,Drinks,motorcycle,1.0,No,Urban,22.0,2,0
3706,0x54b7,HYDRES01DEL03,28.0,4.6,17.410371,78.437225,17.440371,78.467225,2022-03-21,22:10:00,22:15:00,Sandstorms,Low,2.0,Buffet,scooter,0.0,No,Urban,10.0,3,0
3707,0x8311,PUNERES07DEL01,21.0,3.1,18.546947,73.900626,18.616947,73.970626,2022-03-02,23:55:00,00:00:00,Sunny,Low,2.0,Drinks,motorcycle,1.0,No,Metropolitian,31.0,3,0
3708,0x6f38,RANCHIRES20DEL03,25.0,4.5,23.39925,85.390464,23.45925,85.450464,2022-03-28,22:20:00,22:30:00,Sandstorms,Low,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,16.0,3,0
3709,0xa48a,CHENRES05DEL01,21.0,4.7,13.058616,80.264151,13.068616,80.274151,2022-03-19,11:50:00,12:00:00,Windy,High,2.0,Snack,electric_scooter,0.0,No,Metropolitian,23.0,3,0
3710,0x6f55,COIMBRES010DEL01,23.0,4.8,11.003008,76.97544,11.043008,77.01544,2022-03-15,14:10:00,14:15:00,Sandstorms,High,0.0,Buffet,motorcycle,1.0,No,Metropolitian,29.0,3,0
3711,0xd898,GOARES09DEL01,39.0,4.8,15.303897,73.914336,15.373897,73.984336,2022-02-12,18:40:00,18:50:00,Sandstorms,Medium,2.0,Meal,electric_scooter,0.0,No,Metropolitian,30.0,2,0
3712,0xa999,SURRES20DEL01,35.0,5.0,21.15276,72.778059,21.19276,72.818059,2022-03-21,14:50:00,15:05:00,Sunny,High,2.0,Meal,scooter,1.0,No,Urban,22.0,3,0
3713,0xc306,KNPRES07DEL02,21.0,4.9,26.472001,80.354002,26.522001,80.404002,2022-02-15,17:50:00,17:55:00,Sunny,Medium,0.0,Meal,motorcycle,1.0,No,Urban,17.0,2,0
3714,0x16f0,MYSRES19DEL02,34.0,3.7,12.334022,76.618203,12.414022,76.698203,2022-03-10,22:00:00,22:10:00,Stormy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,40.0,3,0
3715,0x5264,MUMRES03DEL02,30.0,4.9,19.22384,72.841347,19.24384,72.861347,2022-03-07,08:30:00,08:35:00,Fog,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,15.0,3,0
3716,0x7730,CHENRES05DEL01,32.0,4.6,13.058616,80.264151,13.068616,80.274151,2022-03-21,10:50:00,11:05:00,Stormy,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,3,0
3717,0xa16,BANGRES12DEL01,23.0,4.6,12.939496,77.625999,12.949496,77.635999,2022-03-03,08:25:00,08:30:00,Cloudy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,16.0,3,0
3718,0xbc08,MUMRES12DEL03,25.0,4.5,19.207222,72.972281,19.297222,73.062281,2022-03-20,19:35:00,19:40:00,Fog,Jam,1.0,Meal,scooter,1.0,No,Urban,30.0,3,0
3719,0x89f6,BANGRES19DEL03,32.0,4.2,12.914264,77.6784,12.944264,77.7084,2022-03-19,21:40:00,21:45:00,Windy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,37.0,3,0
3720,0x6a46,CHENRES06DEL03,31.0,4.5,13.054347,80.257221,13.144347,80.347221,2022-03-14,17:20:00,17:35:00,Fog,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,35.0,3,0
3721,0x4721,MUMRES19DEL02,31.0,3.7,19.131141,72.813074,19.26114,72.943074,2022-03-08,22:20:00,22:35:00,Fog,Low,2.0,Meal,motorcycle,0.0,No,Metropolitian,37.0,3,0
3722,0x2033,MYSRES09DEL01,37.0,4.9,12.323194,76.630583,12.433194,76.740583,2022-03-18,18:55:00,19:05:00,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,30.0,3,0
3723,0xb88c,PUNERES18DEL03,22.0,4.8,18.593481,73.785901,18.653481,73.845901,2022-03-26,19:00:00,19:10:00,Stormy,Medium,1.0,Meal,scooter,0.0,No,Metropolitian,20.0,3,0
3724,0x512b,MUMRES19DEL02,33.0,5.0,19.131141,72.813074,19.181141,72.863074,2022-03-17,22:30:00,22:40:00,Windy,Low,2.0,Meal,electric_scooter,1.0,No,Urban,23.0,3,0
3725,0x2877,BANGRES01DEL02,32.0,4.9,12.933284,77.615428,13.063284,77.745428,2022-03-31,18:40:00,18:55:00,Fog,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,40.0,3,0
3726,0xbad7,INDORES08DEL01,36.0,4.2,22.725748,75.898497,22.795748,75.968497,2022-04-04,22:00:00,22:10:00,Sandstorms,Jam,0.0,Snack,motorcycle,2.0,Yes,Metropolitian,47.0,4,0
3727,0x3f94,SURRES05DEL02,28.0,4.6,21.175104,72.804342,21.195104,72.824342,2022-03-01,10:55:00,11:00:00,Cloudy,Low,1.0,Meal,scooter,1.0,No,Urban,17.0,3,0
3728,0x8ded,RANCHIRES17DEL02,29.0,5.0,23.374878,85.335739,23.504878,85.465739,2022-03-23,18:15:00,18:20:00,Sunny,Medium,2.0,Snack,scooter,1.0,No,Metropolitian,18.0,3,0
3729,0xf58,RANCHIRES06DEL01,25.0,4.7,23.357804,85.325146,23.427804,85.395146,2022-03-02,23:15:00,23:25:00,Cloudy,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,24.0,3,0
3730,0x6016,SURRES12DEL03,30.0,4.8,21.183434,72.814492,21.213434,72.844492,2022-03-05,17:35:00,17:40:00,Sandstorms,Medium,0.0,Snack,motorcycle,0.0,No,Metropolitian,27.0,3,0
3731,0x3209,HYDRES11DEL02,35.0,4.5,17.430448,78.418213,17.450448,78.438213,2022-03-19,09:35:00,09:45:00,Windy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,26.0,3,0
3732,0xd914,DEHRES17DEL03,24.0,4.9,30.327968,78.046106,30.357968,78.076106,2022-02-11,23:25:00,23:30:00,Stormy,Low,2.0,Meal,scooter,1.0,No,Urban,13.0,2,0
3733,0xc6b1,AURGRES12DEL02,39.0,3.8,19.879631,75.323403,20.009631,75.453403,2022-02-14,23:55:00,00:00:00,Cloudy,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,32.0,2,0
3734,0x38bb,MYSRES07DEL02,38.0,3.9,12.325461,76.632278,12.405461,76.712278,2022-03-02,19:40:00,19:50:00,Sandstorms,Jam,1.0,Buffet,motorcycle,2.0,No,Metropolitian,34.0,3,0
3735,0xa82,MYSRES15DEL02,30.0,4.7,12.352058,76.60665,12.402058,76.65665,2022-04-05,20:00:00,20:10:00,Sandstorms,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,28.0,4,0
3736,0x65b9,COIMBRES07DEL01,24.0,5.0,10.96185,76.971082,11.07185,77.081082,2022-03-25,17:30:00,17:45:00,Sandstorms,Medium,1.0,Meal,scooter,0.0,No,Metropolitian,26.0,3,0
3737,0xdfae,ALHRES17DEL03,24.0,4.9,25.45235,81.841889,25.51235,81.901889,2022-02-17,21:50:00,21:55:00,Fog,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,21.0,2,0
3738,0x6935,BANGRES12DEL02,26.0,4.5,12.939496,77.625999,12.959496,77.645999,2022-03-21,08:30:00,08:40:00,Stormy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,20.0,3,0
3739,0xd8e9,LUDHRES06DEL02,34.0,4.9,30.895204,75.822103,30.915204,75.842103,2022-02-13,09:40:00,09:55:00,Sandstorms,Low,2.0,Snack,motorcycle,1.0,No,Urban,22.0,2,0
3740,0xb40e,COIMBRES08DEL01,29.0,4.7,11.001852,76.976268,11.111852,77.086268,2022-03-02,20:35:00,20:40:00,Windy,Jam,1.0,Snack,motorcycle,1.0,No,Urban,24.0,3,0
3741,0x187b,MUMRES16DEL02,21.0,4.4,19.120083,72.907385,19.170083,72.957385,2022-03-28,19:25:00,19:35:00,Windy,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,36.0,3,0
3742,0x6688,JAPRES18DEL03,38.0,4.8,26.913987,75.752891,26.943987,75.782891,2022-04-03,23:25:00,23:40:00,Sunny,Low,2.0,Snack,scooter,0.0,No,Metropolitian,13.0,4,0
3743,0x23ed,INDORES12DEL02,35.0,3.5,22.74806,75.8934,22.82806,75.9734,2022-03-12,17:10:00,17:20:00,Stormy,Medium,1.0,Meal,scooter,0.0,No,Metropolitian,34.0,3,0
3744,0xaac5,BANGRES13DEL02,21.0,5.0,12.935662,77.61413,13.065662,77.74413,2022-04-02,20:45:00,21:00:00,Windy,Jam,2.0,Buffet,electric_scooter,0.0,No,Metropolitian,25.0,4,0
3745,0x47da,SURRES03DEL01,39.0,4.5,21.186884,72.793616,21.196884,72.803616,2022-03-07,08:20:00,08:25:00,Sandstorms,Low,1.0,Meal,motorcycle,1.0,No,Urban,20.0,3,0
3746,0x7638,INDORES15DEL02,32.0,4.9,22.760072,75.892574,22.780072,75.912574,2022-03-28,08:25:00,08:40:00,Fog,Low,0.0,Meal,motorcycle,0.0,No,Urban,29.0,3,0
3747,0x4a8d,MYSRES15DEL01,32.0,4.3,12.352058,76.60665,12.422058,76.67665,2022-03-04,20:40:00,20:50:00,Cloudy,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,39.0,3,0
3748,0x5288,MYSRES18DEL02,20.0,4.4,12.337928,76.617889,12.357928,76.637889,2022-03-28,08:55:00,09:05:00,Windy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,3,0
3749,0x6aec,MUMRES15DEL03,26.0,4.6,19.176269,72.836721,19.236269,72.896721,2022-04-01,17:15:00,17:30:00,Fog,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,4,0
3750,0xb036,PUNERES01DEL03,31.0,4.8,18.569156,73.774723,18.629156,73.834723,2022-03-21,18:15:00,18:25:00,Cloudy,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,18.0,3,0
3751,0x604b,INDORES010DEL01,29.0,3.9,22.75004,75.902847,22.79004,75.942847,2022-03-19,12:50:00,13:05:00,Sunny,High,0.0,Snack,motorcycle,2.0,No,Urban,44.0,3,0
3752,0xd461,DEHRES09DEL01,35.0,4.2,30.332735,78.054222,30.372735,78.094222,2022-02-13,16:15:00,16:25:00,Stormy,Medium,1.0,Snack,motorcycle,0.0,No,Metropolitian,33.0,2,0
3753,0x4949,VADRES04DEL01,26.0,4.6,0.0,0.0,0.04,0.04,2022-03-09,16:25:00,16:40:00,Windy,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,10.0,3,0
3754,0x460e,RANCHIRES12DEL01,27.0,4.6,0.0,0.0,0.11,0.11,2022-03-06,19:45:00,19:50:00,Stormy,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,25.0,3,0
3755,0xb68a,CHENRES04DEL03,21.0,4.7,13.02978,80.208812,13.05978,80.238812,2022-03-26,18:55:00,19:10:00,Fog,Medium,2.0,Buffet,motorcycle,1.0,No,Urban,14.0,3,0
3756,0xa1d7,VADRES08DEL03,22.0,4.6,0.0,0.0,0.06,0.06,2022-03-21,17:20:00,17:30:00,Sandstorms,Medium,0.0,Buffet,motorcycle,0.0,No,Urban,17.0,3,0
3757,0xd816,BHPRES11DEL01,37.0,4.3,23.233219,77.433571,23.343219,77.543571,2022-02-12,19:45:00,19:50:00,Cloudy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,38.0,2,0
3758,0xcee6,LUDHRES01DEL03,34.0,5.0,30.873988,75.842739,30.963988,75.932739,2022-02-18,20:50:00,20:55:00,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,41.0,2,0
3759,0xa069,MYSRES04DEL01,26.0,4.9,12.3085,76.665808,12.4185,76.775808,2022-03-14,18:40:00,18:50:00,Sunny,Medium,2.0,Buffet,electric_scooter,0.0,No,Urban,12.0,3,0
3760,0x11d2,HYDRES17DEL03,25.0,4.6,17.451976,78.385883,17.511976,78.445883,2022-03-26,18:00:00,18:05:00,Fog,Medium,2.0,Snack,electric_scooter,0.0,No,Metropolitian,10.0,3,0
3761,0x1535,PUNERES01DEL03,27.0,5.0,18.569156,73.774723,18.659156,73.864723,2022-03-20,20:10:00,20:15:00,Sandstorms,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,39.0,3,0
3762,0x2ec8,VADRES09DEL01,36.0,4.4,0.0,0.0,0.11,0.11,2022-03-10,18:40:00,18:45:00,Cloudy,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,44.0,3,0
3763,0x5f14,COIMBRES19DEL01,37.0,4.8,11.022298,76.998349,11.062298,77.038349,2022-04-03,12:20:00,12:35:00,Windy,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,4,0
3764,0xd228,LUDHRES06DEL03,21.0,4.7,30.895204,75.822103,30.925204,75.852103,2022-02-15,18:30:00,18:45:00,Windy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,29.0,2,0
3765,0x7722,MYSRES02DEL01,31.0,4.8,12.304569,76.643622,12.344569,76.683622,2022-03-13,16:25:00,16:30:00,Sunny,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,3,0
3766,0xccd1,ALHRES12DEL01,35.0,4.8,25.443994,81.860187,25.453994,81.870187,2022-02-15,12:00:00,12:05:00,Sandstorms,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,44.0,2,0
3767,0xa8e1,SURRES12DEL02,37.0,4.7,21.183434,72.814492,21.313434,72.944492,2022-03-10,22:15:00,22:20:00,Stormy,Low,1.0,Snack,scooter,1.0,No,Urban,19.0,3,0
3768,0x7a81,MUMRES18DEL01,22.0,4.8,19.1093,72.825451,19.1493,72.865451,2022-03-05,14:20:00,14:35:00,Cloudy,High,0.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,3,0
3769,0x1dcb,COIMBRES17DEL01,21.0,4.6,11.026117,76.944652,11.136117,77.054652,2022-03-20,20:50:00,21:05:00,Windy,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,25.0,3,0
3770,0xa788,MUMRES17DEL01,31.0,3.4,19.121999,72.908493,19.231999,73.018493,2022-03-18,22:25:00,22:40:00,Sunny,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,34.0,3,0
3771,0xa576,MUMRES11DEL01,22.0,4.9,18.994237,72.825553,19.034237,72.865553,2022-03-11,14:30:00,14:35:00,Windy,High,0.0,Buffet,motorcycle,0.0,No,Metropolitian,15.0,3,0
3772,0x287b,COIMBRES12DEL03,39.0,4.2,11.000762,76.981876,11.090762,77.071876,2022-03-25,20:15:00,20:30:00,Sandstorms,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,38.0,3,0
3773,0x349a,MUMRES08DEL01,36.0,4.1,19.065838,72.832658,19.075838,72.842658,2022-03-01,11:15:00,11:30:00,Fog,High,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,34.0,3,0
3774,0x8c7b,PUNERES04DEL01,20.0,4.6,18.51421,73.838429,18.55421,73.878429,2022-03-15,16:45:00,16:50:00,Sunny,Medium,2.0,Meal,motorcycle,1.0,No,Urban,14.0,3,0
3775,0xc291,LUDHRES06DEL01,36.0,5.0,30.895204,75.822103,31.005204,75.932103,2022-02-12,19:55:00,20:00:00,Sunny,Jam,2.0,Meal,scooter,0.0,No,Urban,23.0,2,0
3776,0xab94,MUMRES06DEL02,36.0,4.2,19.055831,72.833984,19.075831,72.853984,2022-03-07,10:30:00,10:40:00,Sandstorms,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,25.0,3,0
3777,0xa03b,HYDRES06DEL02,28.0,4.8,17.455894,78.375467,17.475894,78.395467,2022-03-15,08:50:00,09:05:00,Fog,Low,1.0,Snack,scooter,1.0,No,Urban,14.0,3,0
3778,0xb1e8,INDORES02DEL03,33.0,4.2,22.651847,75.881991,22.741847,75.971991,2022-03-27,19:15:00,19:25:00,Cloudy,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,45.0,3,0
3779,0x741d,MYSRES18DEL02,21.0,4.8,12.337928,76.617889,12.387928,76.667889,2022-03-09,21:20:00,21:30:00,Stormy,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,28.0,3,0
3780,0xaa37,PUNERES11DEL02,22.0,4.9,18.533811,73.899315,18.663811,74.029315,2022-03-10,18:25:00,18:30:00,Cloudy,Medium,1.0,Buffet,motorcycle,1.0,No,Urban,32.0,3,0
3781,0xdbf,COIMBRES02DEL01,32.0,4.1,11.022477,76.995667,11.032477,77.005667,2022-03-21,10:45:00,10:55:00,Stormy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,22.0,3,0
3782,0xc5fa,ALHRES11DEL03,26.0,4.6,0.0,0.0,0.03,0.03,2022-02-15,22:50:00,22:55:00,Cloudy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,13.0,2,0
3783,0x2a0d,PUNERES16DEL02,29.0,4.5,18.536718,73.830327,18.616719,73.910327,2022-03-04,19:45:00,20:00:00,Sandstorms,Jam,2.0,Buffet,scooter,0.0,No,Metropolitian,19.0,3,0
3784,0xaed0,JAPRES15DEL03,26.0,4.9,26.891191,75.802083,26.981191,75.892083,2022-03-08,22:10:00,22:15:00,Stormy,Low,0.0,Drinks,motorcycle,0.0,No,Urban,24.0,3,0
3785,0x53da,BANGRES02DEL02,30.0,4.7,12.970221,77.645396,13.100221,77.775396,2022-04-02,19:20:00,19:30:00,Sunny,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,42.0,4,0
3786,0x3dd0,PUNERES13DEL02,37.0,4.5,18.56245,73.916619,18.61245,73.966619,2022-03-15,22:50:00,22:55:00,Cloudy,Low,1.0,Snack,scooter,0.0,No,Metropolitian,19.0,3,0
3787,0xb0db,SURRES13DEL02,39.0,4.5,21.170096,72.789122,21.220096,72.839122,2022-03-28,21:30:00,21:45:00,Sunny,Jam,1.0,Buffet,scooter,1.0,No,Urban,24.0,3,0
3788,0xa7b4,MUMRES03DEL03,34.0,4.6,19.22384,72.841347,19.25384,72.871347,2022-03-07,21:30:00,21:45:00,Cloudy,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,27.0,3,0
3789,0x257b,INDORES18DEL02,33.0,5.0,22.753839,75.897429,22.883838,76.027429,2022-04-04,18:50:00,19:00:00,Sunny,Medium,0.0,Drinks,motorcycle,0.0,No,Urban,34.0,4,0
3790,0x8843,PUNERES15DEL02,33.0,5.0,18.636215,73.751081,18.656215,73.771081,2022-03-17,10:55:00,11:10:00,Fog,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,17.0,3,0
3791,0x4823,CHENRES08DEL01,25.0,4.9,13.022394,80.242439,13.032394,80.252439,2022-03-09,10:20:00,10:30:00,Sunny,Low,2.0,Snack,scooter,0.0,No,Metropolitian,21.0,3,0
3792,0x631a,PUNERES02DEL03,23.0,4.8,18.55144,73.804855,18.64144,73.894855,2022-03-02,22:25:00,22:30:00,Sandstorms,Low,2.0,Meal,scooter,0.0,No,Urban,16.0,3,0
